product_name,brands,ingredients_text,
Carrot with potatoes & white beans,Healthy Life Brands Llc,"Potatoes, carrots, white beans, non-gmo expeller pressed canola oil, dehydrated potato flakes, water, rice flour, corn starch, tapioca starch, potato starch. contains less than 2% of: sea salt, tapioca dextrin, locust bean gum, garlic, xanthan gum.",
Oven Roasted Chicken Breast,Healthy Ones,"Chicken breast, chicken broth, cultured sugar, contains 2% or less of salt, dextrose, modified food starch, potassium lactate, sodium phosphates, vinegar, sodium diacetate.",
Oven Roasted Turkey Breast,Healthy Ones,"Turkey breast, water, contains 2% or less of sugar, salt, sodium phosphates, sodium diacetate, sodium nitrite, potassium lactate, sodium erythorbate.",
Turkey breast,Healthy Ones,"Turkey breast, water, honey, contains 2% or less of sugar, salt, potassium lactate, sodium diacetate, sodium erythorbate, sodium nitrite, sodium phosphates.",
"Harris teeter, healthy cream of chicken condensed soup",Harris Teeter,"Chicken broth, modified food starch, chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), wheat flour, contains less than 2% of: cream, salt, soy protein concentrate, soybean oil, chicken fat,maltodextrin seasoning (hydrolyzed soy and corn gluten proteins, salt, onion powder, modified corn starch, torula yeast, autolyzed yeast, natural flavor, garlic powder, disodium inosinate, disodium guanlylate, soybean oil, dextrose and gum arabic), chicken flavor (natural flavors, chicken fat, autolyzed yeast extract), natural cream flavor, chicken flavoring (yeast extract, salt, partially hydrogenated soybean and/or cottonseed oil), potassium chloride titanium dioxide, onion powder, garlic powder, oleoresin carrot, beta carotene (for color), disodium guanylate, disodium inosinate, citric acid, natural flavor.",
Deli thin-sliced,Healthy Ones,"Ham, water, honey, contains 2% or less of dextrose, potassium lactate, salt, sodium phosphates, potassium chloride, sodium diacetate, sodium erythorbate, sodium nitrite.",
"California healthy harvest, bartlett sliced pears in light syrup",California Healthy Harvest,"Pears, water, high fructose corn syrup, and sugar.",
"Smart balance, smart 'n healthy!, deluxe microwave popcorn",Smart Balance,"Corn, natural oil blend (corn and palm fruit oils), salt, natural and artificial flavor (derived from lactose-free milk), colored with annatto, tbhq to preserve freshness.",
Chunky soy nut butter,I.M. Healthy,"Roasted soybeans (non-gmo), naturally pressed soybean oil, granulated cane sugar, palm oil, maltodextrin (from corn), salt).",
Digestive healthy salad,Fresh Express,"Salad: kale, spinach, beet tops, pak choi, carrots, dressing: water, soy sauce (water, wheat, soybeans, salt, lactic acid), sugar, rice vinegar, ginger, modified corn starch, canola oil, sesame seeds, xanthan gum, sesame oil, dried garlic, dried onion, dates: dates, dextrose, almonds, flaxseeds.",
"Genisoy, Sweet Crisps, Chocolate",Downright Healthy Foods Lp,"Sweet crisp (soy flour, rice flour, wheat flour, corn flour, oat flour, wheat flour, sugar, salt, cinnamon), chocolate flavored coating [sugar, sunflower oil, cocoa powder, whey powder, nonfat milk, soy lecithin (emulsifier), vanilla flavor].",
"I.m. healthy, soynut butter, chocolate",I.M. Healthy,"Roasted soybeans (non-gmo), naturally pressed soybean oil, granulated cane sugar, cocoa, palm oil, natural vanilla.",
"Healthy life, english muffins, light",Healthy Life,"Water, enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), cottonseed fiber, yeast, vital wheat gluten, oat fiber, contains 2% or less of the following: wheat flour, potato flour, calcium propionate and potassium sorbate (preservatives), high fructose corn syrup, salt, white corn meal, white corn flour, vinegar, sodium stearoyl lactylate, calcium carbonate, xanthan gum, calcium sulfate, polysorbate 60, soybean oil, ascorbic acid (dough conditioner), l-cysteine, azodicarbonamide, mono and diglycerides, enzymes.",
"Healthy life, english muffins, 100% whole wheat",Healthy Life,"Water, whole wheat flour, wheat gluten, yeast, cream, english muffin base (sugar, wheat gluten, calcium propionate [a preservative], datem, citric acid, fumaric acid, salt, malted barley flour, and ascorbic acid), dough strengthener (calcium sulfate, sodium stearoyl lactylate, guar gum, azodicarbonamide, ascorbic acid and enzymes), soybean oil, salt, kosher,course, fumaric acid, degerminated yellow corn flour, degerminated yellow corn meal, potassium sorbate, soy lecithin.",
"Del monte, healthy kids peach chunks",Del Monte Quality,"Peaches, water, sugar, calcium gluconate*, calcium lactate*, ascorbic acid (vitamin c)*, natural flavor, citric acid, vitamin a palmitate*.",
"Jolly time, healthy pop, kettle corn",Jolly Time,"100% whole grain non-gmo pop corn, partially hydrogenated soybean oil, salt, dextrin, sucralose, artificial flavor, soy lecithin, food starch-modified, annatto for coloring.",
Soynut Butter,Im. Healthy,"Roasted soybeans (non-gmo), naturally pressed soybean oil, maltodextrin (from corn), honey, granulated cane sugar, palm oil, salt",
"California healthy harvest, bartlett pear halves in syrup",California Healthy Harvest,"Pears, water, corn syrup, sugar.",
"Weis quality, healthy chunky vegetable soup",Weis Quality,"Chicken broth, carrots, potatoes, celery, peas, diced tomatoes (tomatoes, tomato juice, salt, citric acid, calcium chloride), green beans, corn, tomato paste, high fructose corn syrup, contains less than 2% of modified food starch, onions, flavoring (minerals [potassium chloride, magnesium chloride, magnesium sulfate], yeast extract, natural flavor), salt, sea salt, hydrolyzed soy and wheat gluten proteins, onion powder, dextrose, spice extract, garlic powder, dehydrated parsley, disodium inosinate, disodium guanylate.",
"Kind, 100% healthy whole grains, dark chocolate & cranberry clusters",Kind,"Whole grains (gluten free oats, brown rice, millet, gluten free oat flour, amaranth, buckwheat, quinoa), evaporated cane juice, dark chocolate (sugar, chocolate liquor, cocoa butter, soy lecithin), canola oil, chicory root fiber, cranberries, sugar, molasses, sea salt, natural vitamin e, sunflower oil.",
"Dreamfields healthy carb living, linguine",Dreamfields,"Enriched semolina, [semolina, iron (ferrous sulfate), and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)], inulin (vegetable fiber), wheat gluten (plant protein), xanthan gum (food fiber), pectin (fruit fiber), potassium chloride",
Bean BOOZLED,Jelly belly,,
Cafe steamers grilled white meat chicken with mushrooms,Healthy Choice,"COOKED RICE (WATER, WHITE RICE, WILD RICE), COOKED CHICKEN (CHICKEN BREAST, WATER, OLIVE OIL, CONTAINS 2% OR LESS OF: ISOLATED SOY PROTEIN PRODUCT [ISOLATED SOY PROTEIN, MODIFIED POTATO STARCH, CORN STARCH, CARRAGEENAN, SOY LECITHIN], DEXTROSE, POTASSIUM CHLORIDE, SALT, SODIUM PHOSPHATES, FLAVORING), WATER, MUSHROOMS, CARROTS, CELERY, CONTAINS 2% OR LESS OF: CHICKEN FLAVOR (CHICKEN BROTH, SALT, CHICKEN FAT), MODIFIED CORN STARCH, SOYBEAN OIL, CHABLIS WINE, BUTTER (CREAM, SALT), NONFAT DRY MILK, SALT, FLAVORINGS, SAUTÉED VEGETABLE PUREES (CARROTS, CELERY AND ONIONS), SUGAR, XANTHAN GUM, MALTODEXTRIN, GUAR GUM.",
Healthy Grains breaf,Nature's Cupboard,,
Sara Lee Delightful Healthy Multi-Grain Bread,,"whole wheat flour, water, wheat gluten, modified wheat starch, sugar, yeast, whole grains (bulgur wheat, wheat, rye, oats, barley, triticale, corn, millet), cellulose fiber, salt, soybean oil, preservatives (calcium propionate, sorbic acid), mono - and diglycerides, natural flavor, wheat bran, datem, cellulose gum, calcium sulfate, monocalcium phosphate, ground flaxmeal, reb a (stevia leaf sweetener), cornstarch, soy lecithin, citric acid, grain vinegar, honey solids, potassium iodate,",
Healthy Vegan Bites,,,
Healthy Noodle,,,
Healthy Pop,Jolly Time,"100% whole grain non-gmo pop corn, partially hydrogenated soybean oil, salt, natural flavors, annatto for coloring, soy lecithin.",
Cajun Style Chicken & Shrimp,Healthy Choice,,
Fudge Premium Bar,Healthy Choice,"MILK, CONDENSED SKIM MILK, WATER, POLYDEXTROSE, SORBITOLCO00A (PROCESSED WITH ALKALI), MILK PROTEIN CONCENTRATE, CONTAINS LESS THAN 2 % OF : STABILIZER (MALTODEXTRIN, WHEY, LOCUST BEAN GUM, CELLULOSE GUM, MONO - AND DIGLYCERIDES, GUAR GUM, STARCH POLYSORBATE 80, CARRAGEENAN), GLYCERINE, WHEY PROTEIN CONCENTRATE ASPARTAME MONO - AND DIGLYCERIDES, VITAMIN A PALMITATE, NATURAL AND ARTIFICIAL VANILLA FLAVOR",
Power Beets,Healthy Delights,,
Small Curd Cottage Cheese,Fresh & Healthy,"Cultured pasteurized nonfat milk, milk, cream, nonfat dry milk, salt, potassium sorbate, locust bean gum, carrageenan, citric acid, food starch-modified (tapioca), lactic acid, phosphoric acid, natural flavors, sodium phosphate (tetrasodium pyrophosphate), mono potassium phosphate",
NUT-rition Heart Healthy Mix,,,
Trader Joe’s Healthy 8 Chopped Veggie Mix,Trader Joe’s,"INGREDIENTS: BROCCOLI, CARROTS, GREEN CABBAGE, RED CABBAGE, JICAMA, GREEN BELL PEPPER, RADISH, CELERY",
Healthy Chicken Pot Pie Ready To Serve Soup,Kroger,"Chicken broth, carrots, onions, cooked white chicken meat, peas, celery, contains 2% or less of modified corn starch, wheat flour, cream, chicken fat, salt, soy protein concentrate, maltodextrin, salted butter (milk), natural flavors, yeast extract, color, partially hydrogenated soybean oil, corn syrup solids, corn starch, sodium phosphates, sodium citrate, onion juice, spice and coloring (turmeric), sugar, lactic acid, xanthan gum, potato maltodextrin, soy lecithin, potassium phosphate, onion powder, cultured wheat gluten, mannitol.",
Healthy Aloe Vera Drink,Eurasian Agri Corp,"Water, aloe vera pulp (10%) and aloe vera juice (5%), fructose, fruit flavor, citric acid, ascorbic acid.",
"Fruit Ninja, Fruit Snacks, Original",Healthy Food Brands Llc,"Sugar, white grape juice from concentrate, corn syrup, modified corn starch, gelatin, citric acid, apple puree, natural and artificial flavors, sodium citrate, ascorbic acid (vitamin c), carnauba wax, artificial colors (fd&c red 40, yellow 5, yellow 6, re",
"Zero Calorie Energy Drink, Berry","Steaz,  Healthy Beverage  Llc","Sparkling filtered water, organic acal juice, natural flavor, erythrltol (natural sweetener), organic yerba mate extract, organic guarana extract, citric acid, fair trade certified organic green tea extract, rebiana (stevia extract, natural sweetener), vi",
Chickpea Rice And Feta Salad,Nature's Healthy Gourmet,"Chickpea, brown rice, feta cheese (cultured pasteurized milk, salt, enzymes, calcium chloride), celery, lemon juice, garlic, pitted black olive, capers, a blend of soybean oil and olive oil, dill, roasted red peppers, diced red onions, oregano.",
"Doctor Hummus, Vegan Ranch Dip, Spinach Artichoke",S&B Healthy Food  Doctor Hummus,"Vegan, gluten free, dairy free, non gmo expeller-pressed canola oil, filtered water, brown rice syrup, spinach, artichoke, red bell peppers, dill, non gmo spices, apple cider vinegar, soy protein, sea salt, mustard flour, lemon juice concentrate.",
"Doctor Hummus, Vegan Ranch Dip, Jalapeno Artichoke",S&B Healthy Food  Doctor Hummus,"Vegan, gluten free, dairy free, non gmo expeller-pressed canola oil, filtered water, brown rice syrup, jalapeno, artichoke, dill, non gmo spices, apple cider vinegar, soy protein, sea salt, mustard flour, lemon juice concentrate.",
"Amore Di Mona, Caramela With Cranberries",Healthy Hight's,"Fair trade, organic, raw madhava agave nectar; fair trade, organic dutch cocoa butter; belgian cocoa solids; apple juice sweetened cranberries; organic ground vanilla bean.",
"No-Stick Cooking Spray, Butter",Healthy Chef,"Water (aqua), soybean oil*, artificial butter flavor, isobutane, propane, lecithin, potassium sorbate (preservative), glyceryl stearate, beta-carotene(color).",
"I M Healthy, Original Granola",The Soy Nut Butter Co,"Gluten free rolled oats, soynut butter (jalapeno roasted soybeans, naturally pressed soybean oil, maltodextrin (from corn), granulated cane juice, palm oil, salt), granulated cane juice, maltodextrin (from corn).",
Granola,I.M. Healthy,"Gluten free rolled oats, soy nut butter (non-gmo roasted soybean, naturally pressed soybean oil, maltodextrin (from corn), granulated cane juice, palm oil, salt), dried diced apples (apples and sugar), granulated cane juice, maltodextrin (from corn).",
"Dried Cranberries, Pomegranate Flavor","Welch's,  Healthy Food Brands Llc","Cranberries, sugar, natural flavors, sunflower oil.",
Green Apple Chips,"Welch's,  Healthy Food Brands Llc","Apples, sodium sulphite (to preserve freshness).",
Freeze-Dried Grapes,"Welch's,  Healthy Food Brands Llc",Grapes.,
Red Apple Chips,"Welch's,  Healthy Food Brands Llc","Apples, sodium sulphite (to preserve freshness).",
"Juice So Good, Summer Green Juice",Healthy Ventures Llc,"Watermelon rind, cucumber, apple, lemon, celery, swiss chard, parsley, turmeric",
"Juice So Good, 100% Juice, Winter Wellness",Healthy Ventures Llc,"Sweet potato, apple, organic cinnamon oil, nutmeg.",
"Juice So Good, 100% Juice, Sweet Green",Healthy Ventures Llc,"Fuji apple, pear, celery, green pepper, lemon, spinach",
"Coffee So Good, Coffee, Cashew Chai",Healthy Ventures Llc,"Cashews, organic cold press coffee (filtered water, organic coffee beans), organic agave, organic cardamom, organic cinnamon, organic clove, organic sea salt.",
Cactus Water With Green Tea,Healthy Beverage  Llc,"Filtered water, prickly pear concentrate+, cane sugar+*, lemon juice+, natural flavors, green tea+*, and stevia+.",
15 Grains Premium Healthy Snack,Rhee Bros. Inc.,"Brown rice, corn (none gmo), soybean, white sesame seed, black sesame seed, oatmeal, red bean, mung bean, pea, black soy bean, speckled kidney bean, pearl barley, black glutinous rice, buckwheat, flax seed, plumule rice, black eyed pea, milk powder,egg po",
"Terrafina, Cranberry Healthy Mix",Terrafina  Llc,Cranberry healthy mix,
"Healthy Seaweed Snack, Sea Salt",Yangban,"Seaweed, canola oil, sesame oil, perilla oil, brown rice oil, sea salt.",
"Sea Veggies, Healthy Seaweed Snack",Yangban,"Seaweed, hot chili oil (rapeseed oil, red pepper, onion), sea salt",
"I.M. Healthy, Soynut Butter, Honey",The Soynut Butter Company.,"Roasted soybeans, (non-gmo), naturally pressed soybean oil, honey, granulated cane sugar, palm oil, salt.",
"Cranberry Wild Rice With Rosemary, Parsley And Thyme",The Healthy Pantry,"Wild rice, sweetened cranberries* (cranberries, cane sugar), onion*, carrots*, garlic*, spices, sea salt, rosemary*, parsley, thyme. *dried",
Pure Hibi Hibiscus Flower Tea,Mindfully Healthy Drinks Llc,"Filtered water, organic hibiscus flowers, pure cane sugar, organic ginger.",
Hibiscus Flower Tea,Mindfully Healthy Drinks Llc,"Filtered water, organic hibiscus flowers, pure cane sugar, organic spearmints.",
Hibiscus Flower  Tea,Mindfully Healthy Drinks Llc,"Filtered water, organic hibiscus flowers, pure cane sugar, organic cinnamon sticks.",
Hibiscus Flower Tea,Mindfully Healthy Drinks Llc,"Filtered water, organic hibiscus flowers, organic cinnamon sticks.",
"Genisoy, Soy Crisps",Downright Healthy Foods Lp,"Soy crisp (protegold soy flour, rice flour, salt), sunflower oil, sea salt.,",
"Genisoy, Cheddar Soy Crisps",Downright Healthy Foods Lp,"Soy crisp (protegold soy flour, rice flour, salt), cheddar cheese seasoning [cheddar cheese powder (cultured milk, salt, enzymes, whey powder, buttermilk, disodium phosphate), butter powder (butter, nonfat milk, salt), natural flavors, sea salt, garlic powder, onion powder, paprika extract (color), silicon dioxide (anticaking agent)], sunflower oil.",
"Organic Biscuits For Teethers, Vanilla",Healthy Times,"Organic wheat flour, organic whole wheat flour, organic unsulphured molasses, organic cold pressed sunflower and/or safflower oil, calcium carbonate, organic vanilla extract, sunflower lecithin, mixed tocopherols (vitamin e).",
Organic Maple Biscuits For Teethers,Healthy Times,"Organic oat flour, organic barley flour, organic unsulphured molasses, organic cold pressed safflower and/or organic sunflower oil, calcium carbonate, organic maple syrup, natural flavors, organic sunflower lecithin, mixed tocopherols (vitamin e).",
Organic Maple Arrowroot Cookies,Healthy Times,"Organic oat flour, organic barley flour, organic cold pressed safflower and/or sunflower oil, organic evaporated cane juice, organic cane syrup, organic arrowroot flour, organic unsulphured molasses, organic maple syrup, natural flavor, tocopherols (vitamin e), baking soda, calcium carbonate, vitamin a palmitate, niacin (b3), electrolytic iron, zinc oxide, riboflavin (b2).",
"Healthy Pop, Microwave Pop Corn, Butter",Jolly Time,"100% whole grain pop corn, partially hydrogenated soybean oil (adds a dietary insignificant amount of trans fat per serving), salt, natural flavors, annatto for coloring, soy lecithin.",
